30774 12821 3147;30774 3147
279 3373;3373
51120 51127 45829 48275 7643;45829 51120 48275
1430 17985;1430
49102 49131 11647;49102 11647
43202 20913 44582 12897 10708 14732 41583 41476 5468 173 39255 975 1074 33029 9127 3351 38067 12206;43202 41476
3286 41447 48274 48255 39256 1851 16109;48274 48255
34817 789 707 37892 33039 30061;34817
33029 32210 33043 30931 11679 30762;33029 32210 33043 30931
221 578 359 495 682 3787 4647 11519 13413 296 10214 14178 6865 3025 9382 2296 2299 14769 20627;11519 495 578 221 4647 13413 296 14178 3025
23331 26267 23644 26266;26267 23644
23509 28418;28418
20537 49128 50305 50296 50328;20537 50328 50296
42444 3049 42450 42455 42441 36719 40660 42850;42444 42455 42850 42450 40660
39255 3341;3341
45797 45762 42464;45797
2511 44083 44133 5510 44079 44086 43154;44083 44133 44079 44086 43154
9331 43154 30931;9331 30931
33026 10484 36063;33026
546 5618;5618
1948 9090 905 41456 906;1948 41456 905
11202 1594 2596;11202 2596
37882 37881 37898;37898 37882
549 2034 1182 1183 117 5977 2455;1182
51120 51127 5044 52268 9323 46546;51127 51120
1297 3101 14938 6778;1297 3101
44589 3896;44589
51 98 1347 48 23078;48 51
39274 28430 28431;28430
43156 44589 44592 41480 44593 44628 4920 5346 6437 1954 5345;44589 44592 41480 44628
41571 767;41571
5934 13156 5933 4752 5844 1165 858 3523 2196 2118 3140 6918 11054 874 30740 2947 1750 5784 1581 28373 27986 27265;3523 3140 5784 6918 27265 11054
28340 28339 28389;28340 28389
13469 11781 33231 21311 41486 34842 3599 18599 23500 9558 41495 10588;41486
28324 6732 14789;28324
45756 44621;45756
6726 4076 30791;4076 30791
26267 26266 26264 23644;26267 23644 26264
9104 3096;9104
16542 3547 3947 8870 445 4326 16109 23228 2736;3947
46352 45231 12405 12406 9387 2381 6059 39333 347 346 1632 1276 1939 1938 43305 6618 313;1939
44582 44616 44587;44582 44587
20537 49128 4408;4408 20537
332 360 380;332
237 1183 203;203
49187 49142 49189 50325 5098 367 45229 46904;49187 49142 49189 367 46904
2425 34814 34815 2689 34812;34814 34812
49117 49105 49083 49099 49095 49081 49123 49120 49092 49114 49089 49093 46316 49111 49096 49113 49155;49093 49092 49099 49111 49083
5276 1644 5150;5150
33048 34893 3416 3415 335 903 904;33048
1025 39523 411;411
47506 47473 47492 43207 47516 47500 47505;47516 47500 47506
1781 2283 92 45255;92
33048 3417 37407;33048
22203 49178 50293 4408 50304 50308 18153;49178 50293
44129 45768;44129
43209 5491 4733;43209
218 170 176 174 10379 1709 23070;218 176 174 10379 1709
5405 5775 9513 6667;9513 5775
1187 10570 8551;8551 10570
12725 218 45817 40671;12725
205 204 2329 44271;204
28359 844;28359
48266 48276 49101 46316 49094 49123 49111 49093 45295 49084;48276 49111 46316 49094 45295
1164 28348 36421 36428;36421 28348 36428
45994 45777 23644 45222 45220 45300 203 45317 143;45220 45222 45994 45317 45300
18153 52293 50304 50305 49178;50305 49178
50292 2786 49308 50315 50314;50292 50315 49308 50314
110 2211 3887;110
11537 3548;3548
28345 28350;28350
23078 249 488 23084 2173;23084
2853 1574 6618;2853
50297 50303 50323 45351 50340 49152 1485 50327 49083 7758 8765 49089 3223 8764 46928 49128 19898;50323 1485
10 91 46327;10
1852 484 33030 12588 14754 1225 495 489 37905 43155 992 9689 22448;1225
29929 39548 33483 1604 30905 4770 17906 33203 3765 15184;29929 4770 33483 15184
30746 1047;1047
3748 3749;3748
49095 49097 49117 49098 49106 49104 49105;49095 49097 49106 49098 49104
14373 11841 30830;30830
37901 37882;37901
47 48 51 300;47 300
44100 42456 44073 44117 332 37945 8947 1147;44100 42456 44117 332 1147
5406 5257 1344;5257
359 5729;5729
51080 51099;51080
33048 2568 15428;33048
4976 33029 1759 50667;4976 33029
6632 45764;6632
7774 571;571
24419 10143 23188;10143 23188
264 271;271
631 8315 14674 24215 6060;8315 631 14674
37887 37907 37930 37908;37887 37907 37930
7000 1369 371 2057 2511 3882 524 410;1369 371 2057
14851 8683 12976 13718 9303 10326 13719 10312;14851
32210 33029 33030;32210 33029
47521 48283 2149 49095 46329 26819;48283 49095
1184 207 1185 4484;207
49095 49083 49171 49104 49098 49106 49096;49095 49083
46295 45994 42437 1137 42574;46295 45994
50312 50310 23066;23066
23069 28 136 132 176 174 171 5552 170 175 1423 5553 751 166 638;166 28 136 638
298 28346;298
28470 1026 5263 37903 37890 37904;37890 5263
48291 953;48291
37904 37897 37890 37877 5386 7294 3544 4417 7641 8755;37904 37890 37897 4417
23644 26266 26267 26264 26265 28394 28343 28337;26266 23644 26267 26264 28394
8315 27272 817 1271 11444;8315
42445 45238 45226 44808 6669;42445 44808
4246 7900 4692 40655 174 6532;4692 40655 174 6532
48280 639 561 30756;561
253 51069 433 375 976;51069 433 976
39241 490 174;39241 490
42843 42845 42846 43162 43149;42843 43149 42845
807 42507;807
20394 9065 6601 2906;9065 2906
16152 18771;18771
44619 43187;43187
39285 39242;39285
26266 26267 26264;26266 26267
36719 30754 184 611 249 459 612 33038 42843 42849 175 29017 42439 3615 23644 37876 3803 5833 33043 24201;33038 30754 42843 42849 249
506 1302;1302
8454 7753;8454
4552 11685 3450 5843 6443 23118 14117;11685 4552 23118 6443 14117
13342 20582 8700 45759 494 44626 44634 45257;20582 45759 494 44626 44634 45257
39274 8271 28431 5050 1140;39274 1140
37966 8548;8548
47548 31559 47438 47494 33214 27255 1955 2412 43192 2269 43183;47548 31559 33214 1955 27255 43183
41447 42449 42439 42440 42451;42449 42440 42439 42451
306 45994 41476 49103 45295 49107 49096 49105 49095;41476 49107 45994 49105
47 51;47
1653 34946;1653
58 3814 4692 807;58 3814 807
4971 265 9090 422 12595 7863 30866 37945 23331;9090 12595
44112 46968 46932 46904 46933;44112 46968 46933
4654 4653;4653
39247 2630 20336 45780;2630 20336
47505 47507 43182 47486 47123 47472;47505 47507
47 1347 44;47
20611 7251 33705;33705
747 46894 5082 3120 46953 15784 3229 46895 46896 46908 46928 135;5082 3120 15784 46895
40660 42843 45762 34819 2755 39255 33369 42440 44582;40660 44582
45240 31933;45240
48297 48310 11674 593 48304;48297 48304
411 1130 397 290 537 241 207 472 1324;290
44705 36036 2235 22679;2235
8114 15743 13136 20308 5413 41684 47471 47059 47060;47059 20308 5413 41684 13136
5993 11630 1641 2823;2823
46367 561 16981 2887 30756;561 16981
808 2531 14611 43147 43200 42554 214;808 2531 43147 43200
33048 1005;33048
44645 44646 44808 359 17698;44645 44808 44646
253 433 976;253
35341 34877;35341
30760 30744 2323 2698 2927 28324;2698 30760
48260 51080 51120 51100 46904 2900 3904 2435 3905 5082 47738 35585;51120 51100 3905 5082
46921 46903 47497 47478 47476 3410 47516 48261 7069 48273;47476 47516 46921 46903
4083 2092 3839 28328;3839 28328
5384 7477;7477
50335 50336 50324 50320 46939 23780;50324 50320
15990 9113 43197;43197
113 590 1156;113 590
47501 47500;47500
1759 31529 30786 31151 40610 21578 1441;1759
730 92;92
17 1074 1077 18 16;16 18 17
46920 1252 46958 2223 46899;46920 1252 46958
37882 37881 37906 7502 39280 39315;37882
45762 42439 42449 42450;42439 42450
6331 48266 23509 39379 45768 41451 6559 11303;6559
23602 45800 45791 45765 45764 31933;45800 45791 45765
15752 3967 414 165 2638 2587;165
4122 6051 50325 37933 50305 20537 25355 50297 50303 46298 46331 7758 8765 8764 5873 46321 49093 49111 46297 45828 47485 47489 46900 47502 49131;50325 50297 25355 50303 6051 4122
47471 15784 46896 44595 502 47475 47490 44133 44115 46901 41491 15417 1430;47471 47490 44133 44115
46295 738 2414 7819 6051 2413 10645 7818 650 6094 1956 44663 5161 38401;46295 38401
1347 47 51 50 9;51
44582 44581 44643 44589;44582 44581
30745 30755 2714;30745 30755
44611 45225 917;45225 917
5082 3120 3121 46916 46917 46964;3121 5082 46916 46917 46964
47061 48266 48257 48273 47605 47490 47057;48266 48257 48273 47490 47605
44705 45238 45231 45218;45231 45218
2748 2055;2055
7950 44630 44594;44630 7950
2252 1636 28389 23202;1636 23202
32210 33029 33034;33029 33034
48269 2643;2643
307 23078 23068 488 885 176 3465;23078 3465
30786 31529;31529
47060 47471;47060
2741 2740 3747 2739;2740
4638 8125;8125
47 28324 783 50;28324 50
33029 33043 16;16 33029
22166 45326 42474 45781 37394 23642;23642 45326 42474
45 571 98 4447;4447 45 98
23091 9331 9641;23091 9331
235 138 1187;235 1187
1653 953 48291 48381 44656 4865;953 48381
1013 1347 51 20742 28353 30766 345 4592 11524 11522 11525 11523 6952 3333;1013 51 1347
10543 1458 39293 6360 13746 7532 33050 3033;6360 3033
47494 44619 46899 44580 46913 51754;47494 46899 44619
868 753 1078 675;753 868
48266 48256 48280 9379 48304 48261 48279;9379 48266 48280
46897 46895 46896 46953 46901 46894 46930 46909 46908 46928 1252 46920;46897 46895 46953 46896 46908 46928 46920 46894 46930
42295 52040 38582 39136;42295 39136
8932 6801 23091;8932
164 26266 26267 23644 7365 1943 30970 1640 7159 746 9237 9262 13436 26090 27000 3204 3205 25379 12837 1671;164 13436 27000 12837
28324 28363;28324
4358 3249 8899 7016 8900;4358 8899 8900
34851 6779 46900;6779
16329 15253 15255 15155 16485 8806 33159 23 9703;33159 9703
3961 732;3961
2371 1085 28362 98 28359 36431 30761 2776;1085 36431
23102 848 849 23080;848 23102
10422 90 3054 3159 1801;90 3159
32210 33029;33029
45088 4868 7312 12725 7661 4653 41550;7312
271 44652;271
30753 23225 24878;30753 24878
31655 2998 7889 2996 9939 4506 871;31655
98 28329 28413 51 204;51 204
36426 1164;36426
3446 3814 24077 7344 10660 6260 11699 6276 10997 10245 9424;3446 6260
16537 43189 5292;43189
601 487;601
44734 41476 41451 25155;25155
39278 37876 24 26 2225 41460;39278
5189 487 611 249 37871;249
5337 874;874
7197 10786 4829 1327 7177 8687 45343;7197 10786 1327 8687
45802 23164 45223;45802 23164
28340 23644 28339 4615 1435;23644 1435 4615
23276 28334 28359 2105 23164;23164 23276
1469 3145;1469
30791 34817;34817
49082 49114 49099 18153 366 23622 46939 6051 42449 48311 48259 48275 51139 5529 48282 51113 23781 49097 50294 49083 45800 2383 1709;18153 48259 48282 6051 48275 23781 50294 49083 51113
707 176 116;707 176
9838 4065 9837 5798;9838
23331 37945;37945
45235 51071 6214 38167 36497;45235 51071 38167 36497
34812 3399 34814 34815 34818 2689 8564 903 28359;34818 34812 8564
12432 5868 6120;5868
47536 47507 47512 5652 47504 43161;47507 47536
23644 1636;1636
34848 7103 6978 4432;4432
12685 23363 12552 13188 23156 316 157 158 803 534 743 166 28 2213 3162 5403 8493 9511 4594 1671 3399 490;13188 12685 158 534 166 2213 28 3399 3162 490
29883 4407;29883
40665 2370 905;905
19760 50364 51740;51740
36018 26810 36019 36020 36021 36022;36018
4106 7316;7316
3030 3035 3425 45767 13300;3035 45767
34815 1671 36416 2207 30971 504 28435 178 16 36417 33032 37879 37905 751 130 26267 34817 30738 30751;34815 26267 30751
1304 1390;1390
3834 44079 46321 46338 46332 40656 44078 752 46307 30737;46338 3834 46307 44078
169 47501 25740 36743 28742 47500 49128 25355 49130 49111 6013 50304;6013 25355 49128 169
37901 37871;37871
37871 37881 37887 37877 5733 37903 3049;37871 5733 37887 37877
1015 4572 5748;5748
9033 921;9033
1264 2014;1264
37906 37898 37876 36431 3374 36542 37871 37901 37916;37898 37916 37906
44589 44593 44610 34817 4063 44600;44610 44593 44589 44600
520 778 23083 4595 23069 23135 23071 1170;4595 520 23071
44609 44584 44618;44609
50328 50299 49098;50299 50328
10310 1828 1393;10310
44091 44595;44091
30756 561 43171;561
34346 45768 45759 45776 45773 45760;45759 45773
43162 43154 43153 43151 43191;43162 43153 43191 43151
4096 4097 58;58
19551 627 46932 46904 161 50325;19551
48289 43156 33029 45760;48289
675 674;674
38915 3244;3244
7103 181;7103
205 117 51 4083;51 4083
44074 44121 44092 44084 44116 44598 43718 6305 44122;44074 44121 44122 44092
42455 42336 42437 42440 42456 41535;42455 42336 41535 42437 42456
1980 1143 3032 42317 43185;1980
33048 2328;33048
9023 41477;41477
23199 299 879;299
47625 5427 10914;47625 10914
47059 47061;47059
1062 4772 2473 15812 6784 5412;4772 15812 6784
37 823;37
41476 41451 41458 41456 41455;41476 41451 41458
272 3621 3082 36925;272
37871 37901 36719 37878 37883 1637;37871 36719 37901
28328 45214 462 45233;45214 45233
41480 41477 41445;41480 41477
23091 23118;23118
1149 574;1149
49094 46332 46316 47487 49123 49111 46347 47490 49120 3224 47476 49114;46316 49094 49111 46332 49114 49120
51076 51089 51098 51102 51097;51076 51089 51097 51098
51115 51026 51121 3522;51026
3229 46931 46953 46897 46902 46908 46928;46931 46953 3229
2905 28336 2903 2902 2904 675 1689 30751;675 30751 28336
15424 1242 6603 2867 5844;15424 2867
2925 6297;6297
33271 12741 27028 17774 11016 4576 13232 1360 18612 7359 16021 1428 9572;33271
30743 16887;30743
42440 34850 42336;42440 42336
20647 45235;45235
23265 574;23265
590 112 549;112 549
4909 43153 45776;4909
23136 23092 7647;23136
50667 1760 2700 1758 717;1758
50323 723 5994 50300 3098 383 46321 409 46911 45289 2786 45265 41491 45221 3055 7610 1170 6713 9116 36468 51111;2786 50300 50323
44603 28660;44603
49096 47701 50294 46901 50296 50301 42439 44121 45777 45762 1530;49096 47701 46901 50301 50296
2324 422 486 360 291 15752 2037 2088 5718;360 291 2088
42447 42478 42443 42456 42444;42447 42444 42443 42456
8546 9042 46928;9042
16619 45790 45827 48311 47504 48278;45790 45827 48311 48278 47504
49117 49096 49099 49119 49112 49093 4836 49109 49123 49094 49113 49111;49111 49094
25747 9123 12758;25747
24124 42521 9693 26177 25018 21920 28386 42772 42522 38002 12638 20289 21519 20597 19722 15818;42772 26177 28386 42522 24124 21920 25018
1287 3375 24974;1287 3375
23110 28325 1928 1481 321 4375 28332;23110
1855 299 215;299
43200 42849 42850 34815 43219 43201 39273 36719 37883;43200 34815 42850 43201 43219 37883 36719 39273
49096 49097 49083 49124 49088 43148;49083 49096 49097 49124
33026 36699 43228;33026
51084 51077 51085 51086 51083;51077 51086
7225 8930;7225
44076 44641 44611 287 44075 44124 44121 44122 42444 42439;44075 44124 44076 44121
3952 5219 11047 16535;3952
23012 12500;12500
4550 45767;4550
290 1369 419 418 1324 420;1324 290
373 417 48280 48278 48304 48265 47123 36417 48258 40665 37900 30754 23068 42473 42848 1417 1640 36416 42847 42843 44582 46909 45255 45254 5974 681 37876;45255 42847 48265 45254
3417 34784 3450 25036 41487 41467;41487 41467
47655 9829 839 36454 11251 7513 279 3134;47655 9829 839 36454
46908 46902 46912 44095 750 46897 46898 46909;46908 46912 46909
546 5618;546
2489 3060;2489
23096 2746 307 173 249 3175 3448 2950 4004 13312 3556 4655 7789 410 2437 406 1704 1034 1820 8322 1821;23096 13312 410 406
571 1913 21859;571
13462 44283 12595 4083 3491 4077;13462 12595 44283 3491 4077
8676 39321;39321
1386 2990;2990
51075 51076 451 51121;51075 51076 51121
1344 546 49153;546
8245 146 39766 36427 537 45296 46332 1176 48396 701 4393 8492 45994;39766 146 46332 8492 8245
47530 47505 47061;47530 47505
33863 37875 2856 161 9588 31409 33030 4038 36441 10792 9272 9484;37875 2856 31409 9484 33030
46317 28507 45300 23342;46317 45300
50 51 45 903 4447 98 2479 2287;98 4447
46332 47487 47485 49093 49123 47486 48266;47485 49093 49123
29883 23103;29883
39263 39240 435;39263
44097 34815 34814 44135 42478 42447 44581 44589 44639 45216;34815 42447 34814 42478 44589 44581 44639
8731 613 166 751 614 3411 490 176 489 2208 3412 1709 3465 985 5794 2204 12403 12290;1709 490 176
23066 23067 212;23067 23066
42455 6503 8629;42455
41478 47510 43192;41478 43192
44587 43128 33960 897 11682 6197 7363;44587 43128
41445 33030 41479 41480 41446 41468 2425 4654;41445 33030 41480 41446 41479
42447 37881 41535 42437 42444 42850 43177 42441 42478 4414;42444 41535 42447
6421 44618 44606 44580 44133;44618 44606 44580
1455 47509 4319 2531 45790;4319 45790
39240 39244 39251 39254;39251 39254
146 147 1958;147
40678 26578;40678
19528 7577 18016 408 13063;19528
1056 1055 1054 2070;1054
6550 9419 2532 90 12256 363 2534 11438;2532
23072 23078;23078
30970 249 28858 33028;249 28858 33028
249 23068 23078 23072 307 2746;23068 307
39263 39264 21357;39263 39264
46297 46299 46331;46297 46299
6655 459;459
369 7808 121;7808
34822 4676 34824 23103;34822 4676
6207 2654 2873 2193;6207
2593 16728 18848 42459 22719;2593
5789 5790;5790
90 162 3155 404;162 90
42439 42449 42455 42477 13342;42455 42449 13342 42477
36414 36416 36437 36442;36437 36442
3351 214 44070;44070
64 1162 3465 4355 137 1611 248;64 3465
1939 43261 3436;1939
2497 3011 2313 3009 3013;2313
98 1632;98
903 4447;903
10887 1783;1783
38402 16931 6375 7327 16833 43226 669;43226 16931 7327 6375 669 16833
49107 22231 301;49107
42843 34855 34917 34850 36448 36465 43175 37876 41471 42844;34855 34917 36448 36465 41471
40657 40664 28333 40660 23068 41455 41456 41457 5800 2014 5082 3229 77 4060 5962 650;40657 40664 41456 41455 5082 77
43189 11010;11010
1908 999 3417 12725 39393;999
4742 33048;4742
37882 122 177 37883 36719 7136 7062 1688 2192 4580 37902;36719 122 37883 37882 1688
964 305 2381 3439 626 7147 12088 16200 13492 5733 9572 10988 8628;3439 5733
51080 51099 51091 51093;51080 51099 51093
2702 92;92
51080 51099 51070 973 51095;51099 51080 973 51070
51095 51070;51070
32210 33030 33034 30931 33029;33030 32210 30931
40660 29017 40669 40665 40662 40661 249 40655;40669 29017 40660
4865 2617;4865
2441 6442 3019 1759 1758 1824 8829;6442 8829
8947 1762 7664 36426 36424 36423 1698;36426 8947 1698
1172 14851;14851
39288 39276 39240 30931 39297 39242 3544;39276 39288 30931
2313 28382;2313
48252 49143 49080;48252
33369 4595 487 43155 488 42444 23120 42450 1815;33369 4595 42444
41454 1782;41454
38051 5839 48297 7373 3491;48297
2370 30742 28418;30742
1827 50305 51080 51073 49097 49093 49113;51080 51073 49097
529 494 3735 23393;529 494
46980 46977 37882 46956 37881 44619 5345 1107 46295 1955 46916 5082 37892 3353 41552 33039;46980 46977 37881
28355 47479;47479
46297 46300 46315 4592 46299;46315 46299 46297
51080 51100 51099 51095 2205 975 4737;51080 51099 51100
1636 1877 37905 37875;1636 1877
43187 39273 42850;43187 39273
44266 44318;44318
11581 34861 3032 30977 20376 5554 2663 33030 30931 1076 32210 4524;33030 30931 32210 20376 5554 4524
45994 46350 46336 46295 3413;45994 46295
9090 1244 37945;9090
218 520 915 1288 300 43 1307 11267;520
249 37876 23072 23068 28858 37905 488 23078 37877 37890 489 36433 36416 36424 36423 183 4572;37877
43219 43192 43165 43198 42843 42847 44074;43198 43219 43165
46899 46908 46898 44095 46902 46977 750 12329 45215 611 45786 133;46899 46908 46977 46902 750 12329 45215 133
37892 37888 2755;37892
36415 36413 36461 1679 2776 2490 3563 23210 1555;36415 36413 2490 23210 3563
12905 332 1147 573;1147 332
46941 8915 46921;46921 46941
45778 45811 45767 3035 45260;45778 45811 45767 3035
45234 44808 45238;44808 45234
19140 14394 25064 40660 40655 40661 6885 33369 40657 12 34922 40656 9323 3102 15277 8689 5608;14394 12
48266 48282 48259;48259 48282
2929 9272 30761 36429 15006 7418 16 23101 7629;9272 30761 16
